yyyymm,BCCA_0-125deg_pr_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp85_r1i1p1
200601,3.2772744,2.6352506,4.6435738,3.5988736,3.9544704,4.5294557,6.006988,3.9708374,4.655968,3.5146234,3.616855,2.775009,3.3457816,3.1509998,2.9389443,2.4948049,4.6577096,3.9871354,4.6576715,3.5185592,4.0357537,2.5791993,3.0059524,1.6204675,1.8694209,4.2149615,4.731685,5.0294046,3.7623878,2.4987106,1.4517215,2.20226,1.3678508,2.6706152,3.4347727,2.040004,2.6727154,2.8699398,2.7799246,4.1342964,2.3308933,5.04737,4.796019,3.8208716,4.7099643,2.5754247,3.3105252,2.367881,2.1989832,4.250448,3.7354567,3.5770426,5.51218,1.5515132,2.923543,2.4315486,4.1098094,3.085413,3.1462085,5.1098633,3.5607164,4.7439246,4.821519,3.4377525,2.4971857,3.241371,3.4407372,4.00368,3.79291
200602,2.9898624,2.449931,1.7095366,3.7807336,1.7179599,2.8043902,7.3329744,4.2385473,4.5395694,5.2097354,3.3681993,5.0239215,3.5940087,4.211583,2.0256176,4.456987,2.8473048,6.5946093,3.9757583,5.501296,8.199439,2.7736561,3.7934487,1.5849587,4.5775557,3.9344628,4.620632,5.418567,6.842209,3.9433205,4.5608387,1.360857,3.1523173,3.6870904,3.3623137,2.5984037,3.3387904,5.894764,5.2656984,4.4149666,2.871964,3.4081507,4.4018564,3.6947916,5.6844563,1.9700102,2.442126,3.8028526,5.3171105,6.2563443,1.3352779,4.9282184,5.0227866,4.5542626,3.0100968,2.5760634,2.0971527,3.0682256,3.644579,5.3789153,1.8129042,4.0739155,4.080951,3.189392,5.2033367,3.1217308,3.834531,5.0652633,8.260227
200603,1.7436519,5.352732,4.0252953,3.697968,4.564906,1.6976571,4.183683,3.4697626,3.3141532,4.30411,5.1411037,3.2223678,5.4922304,3.916138,2.5486608,3.9090507,3.2243235,5.526281,5.478353,3.4504905,3.785888,3.1772308,2.0718412,6.7747474,4.11113,3.1600327,4.970014,1.7415751,2.9822345,1.157746,6.7203145,3.572723,6.6055923,6.038219,3.2688541,2.4944675,4.635306,2.3082578,6.2912908,2.1127343,3.6350195,4.8484826,2.85907,3.9814436,4.4345937,3.989492,5.666012,4.9213076,4.9608107,4.430796,6.64342,2.0406766,3.3515952,5.3911543,4.028169,3.4306693,1.942154,3.148411,3.2771525,2.7888448,4.961941,2.9084513,4.4195995,3.5624788,6.109626,3.9101338,1.9968902,1.8588936,3.9052045
200604,3.4779928,4.1292315,4.0527673,4.7207284,4.4666038,5.8683095,4.5677967,5.9426093,2.6626627,2.0491028,5.4116325,5.154888,2.9066186,5.033936,1.4595443,3.3061013,7.125712,7.585706,4.731392,2.6818128,5.2354155,3.0086665,1.2904384,3.3895903,2.2641757,1.9603909,2.648121,3.9310105,3.0436466,2.4005446,1.6158516,2.6433556,0.7974783,1.7559481,4.106669,2.9399633,0.69134384,2.9108076,4.368482,4.5077915,6.263405,5.5535316,4.52888,4.2220154,5.984946,2.3129227,2.7227929,5.2817044,1.792149,5.2708087,2.0591586,1.0413594,3.9031522,4.91244,4.492159,2.45417,3.1998138,3.1743267,1.9168473,4.901917,2.384575,6.0514617,0.96367323,3.2657533,3.9999728,3.8795915,5.4404464,4.336837,8.223495
200605,1.5413905,1.2505584,2.669906,2.5085557,4.062773,3.5321183,3.3976483,4.594164,4.8309126,1.9636966,4.189741,4.7051935,4.9326816,5.855945,3.566443,8.621278,3.2556927,10.229961,4.441044,3.096552,4.3629622,1.977459,4.03499,2.8934128,3.9705904,1.971499,6.312636,2.868697,1.6492711,2.604141,3.3256392,2.700434,3.6013973,2.2434077,1.4211003,3.1328304,5.2783523,2.2337544,2.6900065,3.6618302,4.1609797,2.6254091,7.4034305,3.2647793,4.098988,3.154396,3.4917657,2.6238015,1.7550117,4.5232534,4.3007894,3.8097079,5.5023336,3.609333,1.2714288,2.1179287,2.0000718,3.897572,3.2882373,1.8855922,5.1743045,2.7962513,4.6144958,4.468419,4.7228827,4.2012315,5.71896,4.958553,6.6439104
200606,1.5067233,5.085643,5.238606,4.2234426,4.103401,2.4169269,1.715415,2.9401097,1.6919569,2.85643,4.01199,1.380043,5.2785516,5.2859364,3.137551,5.1318064,4.1750517,3.0694358,2.8463314,4.3638377,3.2292128,6.113975,1.3859433,2.404441,4.3916526,4.3259816,4.029394,2.1315515,2.610035,5.337132,2.1385164,3.073416,2.2168815,5.70235,3.9008713,1.9468096,3.6464348,1.7394013,1.5725201,0.96117896,3.1797674,4.341662,3.9979906,2.998396,3.773982,3.3381755,2.8177047,3.4067097,2.5568478,2.9126532,2.774041,3.6558888,2.6265364,4.0874357,3.2522316,2.889711,3.7137015,3.9287305,1.6034963,5.5041285,5.7569485,3.5257635,3.5122285,1.5453049,6.3535557,3.7237508,2.1901798,1.7356968,2.9282002
200607,3.4846828,2.3765876,6.168762,3.427421,3.6646826,3.7201889,3.5628436,4.480213,2.3667843,5.5414276,4.3648453,4.37804,1.8309258,3.8656704,2.6372573,2.5192792,6.059856,3.5088875,4.2107825,3.3894796,2.7490609,3.1037188,2.5569868,2.2732055,3.897656,2.1565561,5.811103,3.635328,3.3841884,5.170356,4.279006,2.488356,4.9065824,6.15216,2.8120432,3.4344213,3.4489667,1.1473539,4.125535,6.5288057,5.027374,5.470313,1.5828158,2.8138263,1.6281106,4.6610556,4.55084,2.8834803,5.1166263,3.9861748,2.2050464,2.9282165,3.989042,4.414584,4.1559434,5.776822,4.683366,3.818548,2.3104022,5.167979,2.738022,3.7123516,3.750588,4.6671643,7.823349,3.1976414,2.3458793,4.474857,8.710456
200608,2.4417908,4.415561,4.745761,2.8074682,4.603472,3.1850774,7.7654223,4.855293,3.8450105,3.0738502,2.7735991,3.8691545,4.6514645,2.2204802,1.5357916,3.8001578,3.5826387,4.263304,2.0164623,5.487557,3.8693266,2.3240435,1.8046896,0.88199854,1.9316458,4.2658234,4.1092563,3.19192,3.0571048,2.4650562,5.1358547,1.9850532,2.9549925,2.2598805,4.055892,1.3357354,1.0604997,2.5120597,7.7339506,5.1458154,2.4453797,3.1125152,5.4536595,3.1716797,2.4112048,2.8954444,2.394722,3.3227415,2.7702746,3.9192986,3.385916,8.814126,3.0788732,5.574239,1.7754064,6.326236,3.9994702,2.8655877,2.9749289,4.382039,6.000826,1.6223229,5.940669,2.7496278,4.039138,2.8299372,1.0993516,1.1393285,2.6762373
200609,3.2164392,4.3298945,3.3453126,6.176753,5.4911127,2.7589118,2.92467,2.6170018,3.8733077,3.2470458,2.1879103,5.7471337,1.202365,2.0035396,4.454307,2.0185406,3.77278,2.669299,1.7482474,2.6391115,4.667534,4.0410957,1.8768159,8.80216,1.9718997,3.0722246,5.3077817,6.3780146,7.2275367,2.6702826,4.4814754,4.4686213,4.403852,3.0892591,3.5062811,1.4965056,3.2108402,2.5136478,4.4789214,5.11745,6.3257413,1.5634291,3.8116899,0.87203795,1.8550248,3.2882166,4.4393234,1.174781,4.0914407,2.3765838,2.345556,3.2609508,3.3510027,4.6204467,2.876159,3.6259294,3.0649116,1.7541656,3.4652612,6.832198,2.7675457,2.0590641,5.8884583,5.2317147,3.9326458,1.7391181,3.9633954,1.4385849,3.6188374
200610,2.6163282,1.8019948,4.240253,1.9434758,3.8607628,5.1434827,4.8980646,3.8146074,5.910399,2.2466252,2.1404524,3.3400502,1.9543738,0.30773205,3.968877,1.7704841,1.4307351,6.1907587,0.51355994,3.3613095,2.0315638,2.2844625,3.708449,1.5384856,1.3528383,2.4571748,4.498287,4.6850495,5.277167,1.9186511,3.1473696,2.0308812,2.3793948,7.974131,2.89764,1.6934811,5.115574,2.7941725,3.388693,1.2212168,4.586505,2.261122,3.294133,2.1438835,2.5238535,1.3256437,4.6793184,0.98169583,3.931959,4.447819,3.1327593,0.5521719,4.390576,2.141173,1.8822435,2.309195,2.654138,2.362255,4.463757,2.0979314,4.367379,2.8909311,1.7026782,1.9938159,3.111715,0.7714279,3.887346,1.44026,1.1947606
200611,2.2432745,3.4924808,2.336215,4.169,4.5104814,4.0353684,2.7119524,3.6201932,1.6926938,7.502553,2.7465944,2.8625367,1.5169399,0.39186123,3.443549,2.2498298,1.0042356,3.1757257,2.0389552,1.1647103,1.7174863,1.2473478,1.9078296,4.103418,1.9710525,2.1427438,3.0945253,3.420737,1.0040615,4.0883064,1.5826834,1.8757077,2.4804723,2.4380655,2.053236,4.6649623,4.016883,3.0869555,1.6476048,3.8446453,1.4716926,2.5095859,3.7787817,3.2473087,3.364182,3.5051043,2.464377,1.6756371,1.6574056,1.157566,1.3307097,1.1309285,2.8002756,0.97187364,2.5080936,0.6298331,4.334544,3.8851485,1.4637035,1.1221182,2.9934108,3.6596835,3.3570397,4.349118,1.667418,4.1528482,3.627381,0.37632796,4.4800544
200612,4.812798,5.0215135,2.5730245,2.1062202,3.6330142,2.8148,8.6576,3.926457,3.02664,3.1516435,2.98403,2.6388884,2.1482892,0.33920223,2.454921,1.7766011,3.0909808,3.466106,4.5519395,2.6082325,3.059802,3.1216908,2.4446392,3.0458944,2.314665,4.7417626,1.1629608,6.5824933,5.4133086,1.8813603,1.4931462,0.49113515,0.743785,1.8532261,4.3482246,2.242013,2.0804744,3.6922586,3.0514364,4.1155605,2.922667,3.62553,4.343964,5.313316,1.8469626,3.0529392,1.8986094,2.4380975,3.5269344,4.5680404,1.4134196,3.3005266,2.3935456,4.8923755,4.595219,3.467056,2.3508582,3.275736,3.6645536,1.9436638,3.7849636,0.40853593,5.752474,6.6821804,2.0875611,4.697133,1.2509732,4.0744395,3.3987882
200701,4.365857,2.931817,4.3130336,4.128346,2.3595083,4.637827,5.239986,1.8627791,3.8146055,5.1280484,3.0878477,3.2307005,2.5066025,2.8126726,3.302029,4.0940604,2.2237208,4.258678,2.0316682,3.8055062,6.241555,5.019445,4.1060133,2.8741317,7.222463,3.0200613,2.957537,5.1088934,5.2925916,2.4803975,2.077743,2.9790382,1.7828915,1.2046628,3.78391,2.3327403,1.3387169,3.317227,3.5067031,2.5500853,5.2180295,1.392372,2.5388665,4.195788,5.6690316,4.616474,2.5217977,2.7453508,1.6554666,3.5400257,2.3177738,1.7995089,7.7020974,5.50713,4.030072,6.546379,4.5216417,1.7455451,4.140514,1.7099932,3.20113,3.8817172,2.831093,5.770925,2.128623,2.4017558,3.6455142,2.3288403,4.2176914
200702,5.900336,5.735359,4.9222794,1.6880661,7.5888405,2.3234186,5.95408,3.4309704,2.3489513,3.4386215,2.2247684,3.844631,7.0680647,1.6336548,3.0880346,2.7279859,2.2202377,4.1289697,5.2050743,4.3496156,4.7659707,1.97008,5.3521905,2.622401,4.3903136,2.818437,3.0943384,3.8905663,4.805789,3.3137572,2.3966136,1.3093703,1.5143381,2.093895,1.6103117,0.9859747,4.9103503,2.4952266,4.994907,3.6462939,4.4431186,4.2939224,5.0589137,2.3649077,1.7645023,3.9952285,3.4171398,2.8364813,2.5126162,7.056751,1.7672693,1.3844708,5.44494,1.6060908,5.3424106,4.661324,3.4535174,4.73689,6.919241,3.709353,2.922327,2.0958498,5.2818503,4.2381673,1.6047974,9.449693,4.7095942,7.7674446,3.8871512
200703,5.6581826,4.372932,4.7846494,3.2958539,3.401837,5.2153335,4.4963226,2.6443424,2.33777,5.0282097,3.1506858,2.644351,4.088588,1.8766198,3.295435,1.5400498,1.6592207,3.33621,2.1359913,5.7359796,4.4283485,1.8921419,5.041985,2.892035,1.639852,4.4553723,5.635156,3.7127838,6.24838,5.378876,5.218018,3.9157474,6.8215475,7.130713,2.17085,3.5072968,1.6500117,3.680162,2.5786424,2.761474,4.315073,5.6078043,4.0616975,4.804249,2.2650259,3.4905424,1.6568259,3.9233174,2.240959,3.804884,2.1016881,2.8631663,4.660453,3.1064396,3.0627792,5.711187,4.2138934,5.0355844,2.8397746,1.6237661,1.7349118,3.600339,5.325009,4.620799,4.2222757,2.3828075,1.9200107,5.2267365,2.8521965
200704,2.6025293,3.3092341,3.190028,1.6731225,4.384283,2.4879131,6.6549406,1.9553258,5.7382984,4.169182,3.9661598,5.3476195,1.3882136,1.0074955,2.3859184,3.4760652,2.318128,2.1399057,4.7318654,3.8710697,1.2105807,2.5510287,2.005948,1.8397322,3.0685406,1.9205947,5.747758,6.134394,5.393435,1.8219516,1.6831043,3.577384,3.5751166,2.2241836,5.5380573,4.8571367,7.6470623,3.723763,4.1319156,2.7166035,2.4838083,2.3629398,3.0047312,3.0505512,4.6261005,3.2844326,3.477732,4.2115927,3.9984646,5.168941,1.4759265,3.2405844,6.7273583,2.2870524,1.8377464,3.7372777,4.388028,3.2960436,5.397324,4.381676,4.2137194,1.8201714,2.1543036,2.8197184,1.9878666,4.675086,2.8786635,2.4545271,5.4157224
200705,2.185539,3.0364292,4.8254533,1.4335296,3.5975895,5.662228,5.878554,2.038836,2.7920618,1.3456621,4.1813173,2.29839,2.643664,3.8361254,2.1442375,4.2089725,3.6384647,3.8390706,4.0900726,3.4352505,2.6534805,2.4816313,4.763263,4.7604427,2.1996138,2.9732895,4.6857567,3.8138938,6.388038,4.3868804,2.9738772,4.5867066,3.1957963,3.7580373,1.8370949,2.7783597,3.0486128,2.9329917,4.0896287,2.4608746,4.4367676,4.3698173,3.9466364,4.109818,3.253708,1.7945502,0.9451493,2.0483882,2.7040606,3.501493,2.6755571,2.4239395,4.358612,3.8617873,6.030912,3.4690552,4.695019,3.2444663,4.675541,7.5944138,4.859057,5.3583407,3.1587424,3.074831,3.1847932,0.7023874,4.384481,1.5858338,3.3756936
200706,2.8611174,4.075298,5.45671,2.823766,4.2126184,7.2159414,5.4479847,3.9851549,3.4643264,2.1557846,7.039156,4.6868625,3.4697804,3.5110223,8.335672,4.6707478,3.439683,6.352995,4.4187536,6.691036,2.412174,3.227293,3.3265147,5.419392,3.4393337,2.631884,6.2251735,5.209514,4.636205,4.027715,2.479638,2.3997521,2.6493587,4.586196,3.8605127,5.353113,2.8649905,2.637387,3.4487538,6.3115106,2.858197,7.295623,4.0219903,2.0734656,6.2516966,4.5072193,8.383279,4.4100533,4.546746,3.658781,4.5385647,5.739523,4.8504844,4.509846,3.1526275,4.899429,5.2599454,2.1398017,3.9014328,3.4555054,1.9981624,3.6280558,5.795104,4.3866186,6.075844,1.510923,2.1544878,2.9460053,3.4262564
200707,2.8239686,4.858109,4.1023703,3.2703006,3.6745164,4.9808826,2.808624,3.13249,3.6201837,3.817355,3.6102839,4.813815,2.9600513,3.4063585,7.9877486,4.6648,3.4078524,5.6467795,4.695878,3.496907,3.78086,1.6295562,3.4214914,6.961537,3.7667644,4.009353,5.0398803,6.698396,4.1152525,4.61417,1.4045552,2.3635201,3.1856613,4.3727045,8.823217,3.7411623,3.0436387,5.88704,6.316146,4.170698,4.124447,2.930204,4.78733,3.0558755,5.12982,6.991726,4.2770915,3.7903004,5.254857,3.9711542,5.7072883,3.3705006,5.095577,3.375754,2.682464,4.719956,3.0287654,4.312996,3.3950527,4.627504,3.0913062,3.0691469,4.1999693,8.695515,4.907794,1.5593569,3.2357159,1.8904424,2.4286046
200708,1.7516938,4.397383,5.422981,1.5000589,3.094236,4.1379356,1.7576652,5.3380566,5.2228303,4.571586,1.8123797,2.85358,4.0874743,2.252855,2.692979,0.9713675,5.3482823,5.036718,4.1887083,2.2229977,3.7036736,2.5611658,2.6963167,3.6438031,1.3928657,3.7565603,4.1823707,7.0078845,4.380419,7.082,5.110987,4.214601,4.209051,2.9450865,5.0837317,2.8870044,4.639628,5.3034453,0.71074617,2.936312,3.3918839,3.2238398,3.0364254,3.9437973,4.442248,6.762946,3.4106243,3.2282186,1.9836646,4.5546627,2.7562957,3.8950787,3.0990636,4.9106894,4.504947,2.6859696,4.611716,4.1051536,1.9993393,4.8770037,2.9139051,4.146765,2.2720325,2.1223502,2.848283,2.319534,4.4070415,2.2707999,1.264879
200709,4.110283,3.0708885,3.659269,3.8300912,2.101225,1.0234988,2.28321,1.8568286,4.413043,2.620183,4.3770313,10.464431,2.1879995,6.1540513,4.9709682,8.803029,1.0786538,2.648721,2.001686,4.697019,3.4139953,1.7170582,4.8906503,3.736866,1.2716528,3.5237381,1.0847472,2.476271,6.0395784,2.0601788,5.5716643,2.383944,1.9943371,3.0298162,3.3169894,2.8103652,3.1998007,1.2702183,3.3453395,4.514877,4.493405,1.6578827,2.2764602,2.1506114,3.7795322,3.6690369,3.9025438,4.141988,4.111304,1.1503947,4.781306,1.9205235,2.0479748,5.1475534,2.5903866,3.7984478,2.5740423,2.7736154,2.2470982,2.130391,1.5373111,11.968243,2.9568977,2.0923867,7.8667536,4.862535,0.39416617,0.3152461,2.4843593
200710,3.2974474,6.645467,3.6004071,2.9922774,2.8178794,5.164216,7.660003,2.5334003,1.2133436,5.3522663,3.710848,3.4879746,2.6960187,1.408104,4.6172137,1.5319935,1.0305403,2.7128835,2.9634016,0.2579251,2.084485,6.1191144,1.289776,2.6153908,6.2785177,0.9112715,2.4704962,2.242876,2.2375765,3.2762449,2.1209364,4.261961,4.4550376,1.7065498,5.010589,2.1777327,1.8885071,2.6137547,1.1792016,5.4942684,3.6774116,1.3831601,4.764416,2.691509,4.59445,5.1174684,1.4115745,4.522016,1.6502008,2.5715854,2.5229397,1.8479787,2.7252803,3.726771,2.6727445,5.9833155,3.5973563,6.167661,6.661696,6.8695965,2.0316913,1.3503844,1.4434927,4.045521,1.0816667,1.8204247,2.8607922,3.633881,1.6641388
200711,1.7529129,4.468715,2.179279,3.984193,2.0944803,0.4725508,0.50871813,4.055017,2.7756436,2.3754053,2.2693076,2.2210197,3.4650304,5.3123055,3.776865,1.964654,2.3860445,0.63343173,2.6961274,2.2992446,2.714875,3.9971695,4.511558,3.3809566,5.706266,4.020629,3.3869865,3.5261428,3.4205344,4.780039,2.7465777,4.5578938,1.1058025,3.8727238,1.7532262,1.1921735,0.68552077,4.5763874,1.7213712,2.5056834,1.2322283,2.372272,2.3249414,5.1574664,4.5818033,2.183379,0.9563117,1.472788,5.918526,3.9880412,5.934721,3.157648,2.6854792,4.537437,1.5707991,3.363342,4.749582,3.8396046,3.4941301,3.4226694,3.2347684,1.7690314,2.6545584,5.864305,2.7709396,2.4815292,5.035332,3.4495926,6.765912
200712,2.085452,5.229673,1.8548733,2.1780474,2.2632728,2.8526258,3.3852315,1.1020665,3.4845204,3.2732363,7.8289275,2.2051575,2.0653431,2.7369359,4.2928133,3.208485,3.0027704,2.4573781,4.208835,2.6295917,4.0841637,2.179279,2.0211124,3.2042613,4.5252733,2.477835,2.229218,2.743718,2.9648805,4.759287,2.2934833,5.5898957,5.974513,4.0502586,3.087628,2.5159342,3.048698,3.1152153,3.865766,2.863127,3.436777,2.139579,2.9115055,5.299249,1.7464299,2.3325152,1.9888904,3.5225987,2.7884681,0.44326136,3.9976559,1.7075123,7.703638,3.049474,4.1517878,3.4808116,3.1381233,0.7858943,1.9991462,2.4309995,5.799427,3.575234,3.5667024,3.4330897,3.339928,2.9120224,3.3569973,4.006894,3.9909258
200801,4.476448,2.0799742,1.8089663,3.6995938,3.8063922,4.178306,1.2154682,2.2427788,3.6993396,3.767773,3.661438,2.1413655,6.444491,2.8165007,6.2689323,4.1986094,0.5730512,2.635315,1.9759085,5.412963,4.1999507,2.8465335,2.8177,3.6440866,1.9034909,4.2911806,2.8334699,2.608328,4.267425,3.585594,2.3007028,5.044143,3.26466,4.846171,2.947078,3.988931,2.5135856,2.3189313,2.718161,2.871239,3.5076761,4.6515145,2.4444628,3.8612435,4.7300296,3.5508542,1.7937738,2.525258,3.5490263,2.5726285,3.2843716,2.681338,3.3449473,2.8122363,3.8096268,2.516742,6.0326824,2.3093152,2.2273264,1.4953865,5.2576838,2.5945237,2.3550076,6.5721755,4.9988675,4.1928816,3.9884005,3.3766448,3.942091
200802,2.9250903,5.102539,1.8848537,1.8197508,4.4620786,5.056666,2.4682863,2.8820148,0.9754216,2.7053258,2.8587606,5.326117,3.0691404,2.94476,6.474279,1.8544937,3.0053003,1.9578698,3.1090722,4.338301,4.542024,2.6817744,2.9897504,3.6350312,5.438829,3.7866573,3.450821,1.9122053,0.749096,3.8801641,6.488767,2.2864556,5.8137555,4.557323,3.9085138,2.9384186,5.754374,4.5049977,4.542747,6.493072,2.5416448,3.8541965,4.7024403,3.1739795,4.3511024,3.5753932,1.7275124,0.5779196,4.594994,0.66243356,2.3075137,2.7779448,1.4435366,3.8097816,2.309827,2.2683568,2.7009587,3.495641,3.6596646,2.2454638,3.6609228,3.884257,6.471067,2.5475166,3.3121645,2.5133286,3.0912714,3.9536686,4.760955
200803,6.1210175,3.559142,6.5086102,4.391617,3.884822,4.9529486,4.8436084,4.3475003,4.6001296,6.386713,4.5712233,5.372858,4.347941,2.9595587,3.801513,1.5681471,3.345962,2.827232,6.832076,2.656426,4.932556,2.196322,2.477896,3.704154,3.533022,2.1493728,2.0205107,2.6619978,5.0421395,5.648794,3.7828941,4.5623307,5.605924,4.6227274,1.8371876,1.3696511,4.727043,3.0868073,4.21805,3.7410574,1.3173134,3.336648,2.556011,3.276918,3.6858058,3.4050572,4.0630746,3.9286673,2.3709302,3.1741843,5.4196253,4.697859,3.1942937,3.8668427,1.7665595,3.1882164,3.195595,4.2546253,4.504476,1.9812142,4.7448025,7.9521813,3.025811,3.5779388,3.0085115,3.1610746,5.6295395,2.834341,3.3310668
200804,2.299543,3.5738738,3.6349328,3.2352242,1.7633158,2.644979,2.0913706,3.2498207,2.5891082,3.9375646,7.5659113,4.0646005,4.3823066,8.811643,4.1351275,2.2555795,1.0108485,3.299318,2.3442905,4.837878,4.3098497,1.438666,3.4459276,2.734422,5.3056674,7.552724,2.5671973,4.1595187,3.282471,2.5879905,1.4058746,1.7947348,5.3354497,4.811383,6.564875,3.1308503,5.664633,2.9608152,4.1633863,4.199036,2.293066,2.951242,1.3540754,2.6295574,2.5803905,4.8714023,3.2738454,3.8513024,3.552878,2.7772696,4.695217,4.318697,4.165344,1.8680632,5.2446647,4.347035,1.7806276,3.3316247,2.587503,2.8374643,2.6932945,3.804876,3.7119823,6.314263,5.815486,3.1333103,2.749329,3.139267,4.586067
