yyyymm,BCCA_0-125deg_pr_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp26_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp60_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp85_r1i1p1
200604,2.2410445,3.5715103,3.5775461,3.6306965,4.363654,3.675786,4.044078,4.655,3.6127927,2.780164,4.908752,4.3521852,4.4605527,4.934268,2.5364625,5.3002524,4.5070853,7.7827682,4.8852506,3.0805728,4.453009,2.7179933,2.4785316,4.363051,3.4615066,2.368361,4.6652803,2.8353124,2.5531094,2.0503786,3.9119577,2.975745,3.699359,3.3631399,2.919442,2.8548384,3.56591,2.4796371,4.4508114,3.4157093,4.6693273,4.329311,4.9348254,3.8184063,4.827059,3.1613936,3.97364,4.2646685,2.8473365,4.7358675,4.3591876,2.3108988,4.256156,4.6346555,3.2505684,2.6699092,2.3717763,3.4092965,2.8373098,3.1735332,4.193053,3.8955395,3.3583386,3.770983,4.9544234,3.9982617,4.373965,3.711369,6.2361674
200607,2.4882867,3.9470208,5.3859606,3.478096,4.1240745,3.1149027,4.3765078,4.104391,2.6448298,3.8344185,3.713603,3.22896,3.9055505,3.7744431,2.4292505,3.8027906,4.6105313,3.6197937,3.0264623,4.414166,3.283113,3.8226073,1.9216334,1.8472235,3.396282,3.5747087,4.6566625,2.9955568,3.0215342,4.313171,3.869741,2.5095453,3.371905,4.693954,3.5862188,2.2421646,2.7085488,1.8002594,4.508909,4.2472677,3.5548737,4.3077993,3.6746788,2.9945931,2.59172,3.6347473,3.259169,3.2021105,3.4912972,3.613579,2.7884898,5.1487966,3.2380593,4.6986585,3.0591173,5.020501,4.136728,3.5333707,2.303806,5.0127654,4.8218775,2.947259,4.4108243,3.0030403,6.068954,3.2452986,1.8750821,2.4577243,4.7916684
200610,2.6911824,3.1926713,3.3175128,4.072751,4.6124334,3.992048,3.5267985,3.3556998,3.8483782,4.309158,2.3559248,3.9761722,1.5622499,0.8945244,3.9557238,2.010287,2.0622334,4.035871,1.4234773,2.3990688,2.797023,2.5216663,2.5110033,4.7786856,1.7607315,2.55628,4.302375,4.8263636,4.51143,2.8817127,3.0713542,2.7833755,3.0801206,4.538657,2.819916,2.6081533,4.125434,2.7982137,3.1741238,3.3705559,4.1330185,2.1130245,3.6245303,2.0883603,2.580392,2.6911492,3.8699987,1.2741221,3.2346826,2.6802955,2.2791595,1.6359748,3.5235846,2.5730326,2.416232,2.1896474,3.3435378,2.6638389,3.145554,3.336982,3.3870049,2.870124,3.6279998,3.8377283,2.9062097,2.2052007,3.8267145,1.088961,3.0769706
200701,4.9971967,4.5238147,3.9032404,2.672638,4.4250636,3.2898574,6.639327,3.0614831,3.087214,3.9216871,2.7835748,3.2178547,3.802305,1.593894,2.9436712,2.8708234,2.52136,3.945327,3.8870437,3.5623906,4.6865473,3.4170828,3.9214618,2.8549783,4.650886,3.5503643,2.3819656,5.2374315,5.182722,2.53333,1.975586,1.6026416,1.3414271,1.7047068,3.3020544,1.8824961,2.705386,3.190671,3.8128858,3.4303472,4.1863213,3.0642755,3.944637,4.011107,3.1377988,3.884647,2.5856948,2.667871,2.566752,4.988212,1.8350059,2.1874032,5.1713696,4.0817246,4.633017,4.899262,3.441622,3.2032514,4.841065,2.4125028,3.3154895,2.129796,4.5998044,5.607944,1.9515115,5.3850775,3.151775,4.6221123,3.8327901
200704,3.491644,3.5757308,4.2784133,2.13918,3.78816,4.4765415,5.6659718,2.2156339,3.5997145,3.5072336,3.7638793,3.4092777,2.7211547,2.2534778,2.61095,3.0706701,2.5410008,3.115553,3.6409125,4.352611,2.781023,2.3056285,3.958056,3.178465,2.2943442,3.129417,5.351968,4.536509,6.016652,3.8847501,3.309151,4.0314956,4.5412083,4.3943124,3.1563916,3.7018418,4.0768394,3.4426157,3.5942812,2.6455534,3.758927,4.1325483,3.6782641,3.9983978,3.3680844,2.8518572,2.0107956,3.3855505,2.9701037,4.1474557,2.0910044,2.838237,5.2327366,3.0937674,3.6634436,4.31202,4.432795,3.8648138,4.2923317,4.534933,3.5959198,3.6122198,3.5611458,3.512566,3.1440775,2.564061,3.0630343,3.0959291,3.8645246
200707,2.4747725,4.4476,4.9889913,2.528197,3.6544552,5.4256697,3.3151577,4.153713,4.1093826,3.5296817,4.1225786,4.111903,3.5061598,3.0518076,6.317095,3.4222133,4.0720725,5.671503,4.434617,4.1092186,3.3085408,2.4644692,3.1461685,5.3407316,2.8600929,3.4749982,5.1374454,6.3171754,4.374478,5.254486,3.0040321,2.9990687,3.355618,3.961276,5.9449,3.9789844,3.5231628,4.6307244,3.4923508,4.4528546,3.4646974,4.4526525,3.947784,3.0347154,5.2639675,6.1044717,5.324104,3.8029966,3.9217017,4.0659103,4.3318267,4.319768,4.342917,4.262773,3.4498756,4.093115,4.2897096,3.5343118,3.089882,4.329401,2.6750698,3.6145103,4.0704913,5.075569,4.594714,1.7997099,3.2778275,2.3628116,2.361801
200710,3.056228,4.749424,3.1513083,3.595485,2.3431365,2.2524416,3.5298676,2.8119864,2.7832334,3.4701967,3.4552357,5.370228,2.7820601,4.2598014,4.456798,4.0716734,1.4932715,2.0061975,2.5582402,2.394325,2.730606,3.968345,3.5390034,3.2374923,4.4392486,2.7975872,2.3157957,2.7428744,3.8809698,3.3711002,3.4647944,3.7403948,2.5396743,2.8569148,3.3784037,2.0613832,1.9242128,2.8178523,2.0720503,4.1861444,3.140316,1.7998089,3.1399887,3.326144,4.3216267,3.6726813,2.0826864,3.3914921,3.8686936,2.5700245,4.392219,2.3036537,2.4888716,4.4624133,2.2823148,4.399302,3.6398547,4.281254,4.1620817,4.1708713,2.2653275,4.988793,2.3416698,4.00123,3.8754117,3.0412648,2.7645001,2.4790711,3.6164443
200801,3.1675441,4.1161833,1.8487889,2.5821939,3.4896693,4.0066175,2.353868,2.057897,2.7580976,3.2607224,4.825334,3.1780176,3.877032,2.83027,5.661189,3.1142883,2.1758702,2.35881,3.097694,4.122307,4.2695193,2.5667214,2.6011643,3.4913702,3.923272,3.5126653,2.8243642,2.4326086,2.7024753,4.079297,3.6329012,4.3512354,5.000146,4.4829855,3.3013494,3.152362,3.7286553,3.2868514,3.6905649,4.022686,3.1756675,3.54171,3.3231404,4.1320953,3.5928814,3.1436357,1.8391258,2.244431,3.6232655,1.2384962,3.2160523,2.3803818,4.223832,3.2109525,3.448229,2.7660055,3.9848657,2.1684074,2.606054,2.0531473,4.933376,3.3396258,4.079494,4.220233,3.8962135,3.2213027,3.4874089,3.7752318,4.2196836
200804,4.0853744,4.125051,4.306314,4.541922,3.0707932,3.962039,3.3655732,3.9572065,3.5641167,4.9793696,5.687144,4.5996633,4.7432837,4.7358665,3.3821814,3.022392,2.8758585,2.8741455,4.0518217,3.6427107,4.5786977,1.7947086,2.9647949,2.8114157,4.019367,3.9923916,1.6684601,3.037124,3.832288,3.524249,2.406603,2.3774018,4.5776043,4.2840085,4.2589097,2.2529263,5.3381133,2.991607,4.3097906,4.284914,1.6616616,3.851641,2.2316852,2.3637679,3.266573,3.898069,4.023207,3.1507478,3.9813828,3.7477682,5.6788373,3.998513,3.7609282,2.3969374,3.7749898,3.0800807,2.3467386,4.0423245,3.5993013,2.402968,4.0445337,5.3789306,3.6432498,4.4773283,3.6787627,2.7141736,3.8864665,3.0567386,3.8197315
200807,1.4461516,5.0069923,4.9686675,2.9588704,4.2106447,4.715779,4.207281,3.7538254,3.8682523,2.5035205,3.6694164,5.025195,3.4005477,5.8678994,2.5903373,4.8983936,3.817909,4.9249005,2.9029489,3.4325492,3.2511773,3.9269319,3.3282235,4.154322,3.1264017,4.6215153,4.716482,5.983469,4.461335,4.165756,5.6354465,3.8117204,3.9476151,2.7516165,3.110497,2.7043045,4.4856772,2.7116294,2.0924432,3.3647625,4.800171,2.868157,2.0664062,4.4162197,2.990206,4.7534227,3.257474,5.0998206,4.437287,3.8414958,3.4029047,2.598942,4.650859,3.7548997,6.220685,2.7299476,4.809079,3.0333898,3.9694097,5.2400546,4.695562,4.427494,3.6277258,5.0268326,3.4227953,4.828344,2.3585734,3.3388622,5.5283437
200810,2.6084116,2.5150306,5.2135797,3.5059743,2.8273115,2.7241144,2.579039,3.289433,4.629991,3.3852024,2.5351436,3.111246,2.0627997,4.9516907,4.6782207,2.7249823,3.6668086,3.5917037,2.2384465,1.8598843,4.0146465,2.6902905,3.7094152,3.0741003,2.8202696,3.9856606,4.1779337,3.3764834,3.5356224,1.1997538,4.042298,2.235464,5.9247937,2.8960693,3.922363,2.8987083,2.4743013,4.146485,2.6929219,3.62791,3.4023435,3.355036,4.482501,2.9703536,3.4183896,3.1598973,3.4889963,3.8865845,3.5559156,1.364821,3.6236217,4.621336,3.9439094,2.5400748,2.6112916,3.2338912,2.9433038,3.167684,2.1781704,2.2788851,2.7346473,3.4085577,4.515809,3.5813932,3.7818363,2.9964848,3.5665157,2.6818762,1.5495673
200901,3.2621787,4.237927,3.9845285,4.419714,4.1739097,4.7580204,2.2383716,4.821971,1.7299299,2.0050316,3.2721653,2.8272195,3.8824222,4.0704217,2.399416,2.686505,3.4165368,2.6770115,4.321156,6.139799,5.7739444,3.040154,2.5247462,2.9971294,4.033846,4.583143,3.4394557,3.1302981,3.8652656,2.8542054,2.1485853,3.5159957,3.0782187,1.8296899,2.0739539,2.7651417,3.463126,3.4806185,2.4747608,4.308119,3.5577989,4.0536175,3.8718667,3.1778471,4.4165025,3.1179502,1.596313,2.0997672,3.8297968,3.6545084,2.348714,5.517327,3.166614,3.25377,3.2137225,3.2536511,3.173793,3.6463563,3.6392863,4.613575,4.6066275,5.354248,6.4484897,3.5092082,3.8566709,3.4354084,5.062164,3.1465745,3.5938861
200904,4.4824915,3.1460392,3.4895236,5.5718946,2.9350054,5.245218,4.3096137,6.144238,1.9227257,4.5443764,3.620722,3.631133,3.049614,2.636309,4.786107,2.1075149,3.4365387,4.2480783,4.1591086,5.248007,6.7402925,3.0657754,5.121687,4.995955,2.8311946,3.2338133,2.8593762,3.2547362,3.3238888,4.55742,3.721774,2.8535845,4.423141,3.1711717,4.9041257,3.2450805,3.5788798,1.9500858,5.198844,4.4792433,3.5656726,1.8364404,2.9150877,3.389638,2.9040344,5.020897,3.7447782,2.2458727,2.7864125,2.7474577,3.7934227,5.2334,3.720933,3.5907798,4.1430874,3.7281528,3.0766544,3.1675746,3.9576821,5.0870194,3.6055236,3.874086,3.3972962,3.0333014,2.9131715,4.83018,2.137738,3.8030396,5.1887813
200907,3.8796048,5.3649507,2.300858,3.3638215,3.73651,4.260963,2.6016426,3.3038907,4.747152,4.7165823,4.828776,5.4258575,5.614078,3.4076967,3.9127471,4.12056,3.1974301,2.3893719,3.2291102,3.349713,4.6938276,3.0436902,3.9350464,3.2081232,3.3105092,3.9144878,3.791586,4.564995,5.084144,2.838738,3.2545848,3.3027253,4.2778144,2.6389873,4.6836786,5.520704,3.488445,3.1213777,3.132336,3.9518626,4.12032,4.1589055,2.2558842,3.0024073,2.7809865,3.869006,4.6221533,3.716958,3.7825978,2.241567,3.949855,5.6979156,6.2298045,4.5619345,3.3072758,2.92875,3.1121924,3.7962978,3.5948548,4.300631,3.890136,4.1102147,4.616885,3.3874977,3.347694,2.6409686,3.2201397,4.416086,3.490437
200910,3.1754713,3.1110425,4.450278,1.1093384,4.7222805,1.5250642,2.6741264,3.4783182,4.0994263,4.2366166,3.835847,3.2862685,1.8540418,2.0387444,3.247229,3.2399364,4.2550673,3.7144823,2.4795377,4.298965,3.1765392,5.090717,4.1340876,3.330082,4.8036346,1.2849345,3.0294762,2.68064,3.7243881,2.2821708,2.6609674,5.470069,2.7850323,6.0001187,2.5327952,3.7257173,4.6438065,2.959639,3.861091,2.9654891,3.3803003,3.6399922,1.8429438,3.3408346,3.3906803,3.537098,4.6687937,4.3807826,3.1611998,2.5165904,2.9717896,2.4998171,2.520594,2.5598378,1.6392756,3.7699797,4.200212,3.085112,2.2533762,4.0212865,2.6663778,4.022236,4.477978,2.8673398,1.8582094,4.2558384,2.2354734,3.9446247,3.1546128
201001,2.7651198,3.3560853,5.729969,4.926707,5.55479,3.0329702,3.9105465,3.313997,3.0384126,4.233518,2.7659054,3.319469,2.6970644,3.8599803,3.3562033,2.9584525,3.6399236,3.3317525,2.9435165,3.3404167,3.2019143,4.4510407,2.2168887,4.1642013,3.861877,2.833934,3.3317788,2.6746995,3.5986254,3.4769034,3.2339215,2.2896824,3.4778912,3.697597,3.470605,3.7995398,4.4320755,2.540773,3.4968464,3.7646153,3.6117315,4.5333962,2.7234182,2.4527488,2.870208,2.1158614,4.801377,3.836328,3.213402,3.1471498,3.7308075,2.782908,4.6028485,2.6707554,2.5778303,2.940911,3.6825337,5.255224,2.018101,4.7073245,1.7771406,3.1469574,4.1666827,3.0597656,2.4086711,3.3651445,2.593501,3.6244948,2.9374452
201004,4.254094,3.3443303,2.7720118,6.7147546,5.3299823,7.2946796,4.8839116,5.255709,3.9349365,3.9307907,3.202649,4.4667354,2.8279963,2.5838943,3.0140784,3.231301,2.9182487,6.5794334,3.950288,3.1083436,2.6282675,2.6088073,3.295417,5.12672,3.2046795,4.802409,4.257117,2.3380055,5.1420474,4.036853,4.1766458,4.821883,2.2139547,3.347824,3.6468105,3.554361,3.5480397,4.6697664,3.8523676,4.1413484,3.693136,4.8757153,3.606082,4.8169312,3.4904537,5.278498,4.779575,3.7753053,3.398019,4.226072,4.902323,2.817506,3.13094,4.164644,2.2489645,3.7060337,3.2881963,3.380693,2.899914,3.1764553,5.5896583,4.609953,4.575499,4.119186,3.0142403,4.626034,5.1941543,3.8588057,3.5287876
201007,4.9057555,3.7292998,3.5632658,2.6543298,3.7674057,3.437175,5.9548907,3.7530057,3.784294,4.708781,4.2165976,5.0224376,3.9113564,4.2268176,2.1934075,3.8499672,2.9614253,4.7957687,2.8861468,4.903917,3.431432,2.9122055,4.8159437,3.960416,3.1423192,4.5623956,5.3512564,3.0927827,5.06182,3.780762,3.7533598,4.8131766,3.9683151,3.420963,6.170668,4.9640284,3.9318323,3.494353,4.1802244,3.0576255,3.8676763,3.5523999,3.6341434,3.7903187,2.9089618,4.359297,2.9162147,3.4221065,4.688154,4.605246,4.4452744,3.1112852,4.880949,3.6506255,3.4293935,3.540043,3.3339076,4.073863,3.5413785,5.0466247,2.7185678,3.7973905,3.6336124,3.258433,1.5954047,7.0700383,5.09147,3.5999796,2.9700801
201010,4.204309,4.749771,3.8775806,3.105907,3.303898,3.9584615,2.5443993,3.6765316,2.0609305,1.5434768,3.5394063,4.0356774,2.8096316,2.576675,2.5338006,2.8483243,4.7861986,5.4651146,2.8226147,3.4497626,2.1828043,4.0561,3.2904234,3.5900922,1.7410942,1.7151337,4.2064385,2.8347223,2.6214023,3.2533116,3.160917,3.075182,2.7397585,3.6310725,5.3997893,2.5689662,2.7185788,2.9679995,3.0156376,4.3257565,3.448635,2.4516666,1.7191678,3.3018951,2.6162403,4.2757792,3.985406,6.0137844,3.8375952,3.4759097,2.6236932,4.0198026,1.8139668,2.1363034,1.7972741,2.3363528,2.3572183,3.5907547,3.8318002,3.3172374,2.5122814,3.0090659,4.7683654,2.7925513,2.5601225,3.0935533,3.127726,2.236986,2.6848984
201101,3.5726418,2.1088345,6.118763,3.4185746,4.1241636,2.3306353,3.1089494,2.9822876,2.4392176,2.8166294,2.5341175,2.2116127,3.4258065,3.1059158,3.4119961,2.88922,3.7012033,3.9458964,3.0347288,2.6480758,3.8394132,2.36596,1.3365778,4.0283337,2.0938199,5.0420036,3.3704367,2.6440668,4.6648664,3.2713404,3.2220616,3.0609226,3.6164641,5.1960797,3.2699037,2.728294,2.909317,1.9927524,4.1559224,3.0597904,5.1367416,3.221082,4.7110977,4.3880925,3.3687172,4.343102,3.9643147,3.7382357,3.5493615,3.855812,4.0808015,3.3265343,4.399748,4.2544174,2.9569113,3.7994797,2.797976,3.1969342,2.807388,5.776406,3.4662216,2.0611975,2.7239044,4.8371363,3.5174572,2.4157424,3.4962187,2.616049,2.216383
201104,4.0637126,1.8659595,4.603532,2.3432772,4.8646884,3.5380337,5.067061,3.595846,4.489603,5.1189876,4.3308706,3.3806148,2.6748154,4.1343913,4.228345,4.19168,4.12569,4.0675893,4.815209,4.5244336,3.516802,4.3732333,1.8847021,3.7639594,2.9695559,4.064776,3.511527,3.5155675,3.1200566,2.956672,2.7747316,3.0035954,2.0481083,5.05821,5.2042956,4.5007067,3.6895416,3.8106856,5.700129,5.132453,4.552357,3.6459794,4.5164094,2.3661535,3.4576824,4.630741,3.5887747,4.3773713,3.7667332,3.5377579,3.8292787,3.131597,3.6836836,3.5823724,5.4943867,3.0839372,4.3101215,4.682798,4.0069885,3.3639252,3.041658,3.7819357,3.4855304,2.923597,5.3359895,2.9203382,4.647396,3.2462246,3.6048017
201107,3.1015897,2.5917733,5.2674556,3.5653229,3.502809,3.681094,2.7946956,3.2961698,5.4021397,3.7268543,4.3029733,4.4715586,3.9188538,5.487605,3.3891306,3.8115923,3.4829524,3.759276,2.3179204,3.478185,4.2495856,3.6595526,2.0948794,5.148815,3.0705438,5.843074,4.7252045,5.4081135,3.10997,2.8407624,3.043724,2.7967446,3.2832763,4.7265425,5.3895936,3.567714,2.6934867,3.0339303,3.4849486,5.030061,3.5858898,2.2087862,4.2539725,2.6144617,1.7742355,4.080503,3.848166,3.6984625,4.585298,3.148334,3.410059,4.109728,4.310993,4.1504755,2.5769417,3.7542598,3.1962671,3.244859,3.337207,4.310056,4.645805,2.9246821,4.6125994,3.4262424,2.8868845,3.605716,1.9767654,3.6784363,2.9196153
201110,4.6498013,3.6058896,2.3737493,1.6220025,3.2308536,2.2509851,6.720913,3.2615151,3.716993,3.55101,4.287108,6.1566195,3.827702,4.1406946,5.2292833,1.2973282,3.4708805,2.6899304,3.7130258,2.345644,1.3922601,3.9949987,3.0234063,2.2663066,5.0835953,6.861454,2.7302048,6.9100275,3.527727,3.9578114,2.575947,1.9579543,2.4423075,4.9834814,3.676529,2.9308846,2.1668468,2.5624185,1.662914,1.9936132,4.7451077,2.669765,2.9859684,1.8417226,2.613344,2.7779348,3.3634343,5.1332054,3.044691,3.181987,4.6682553,2.3824053,2.3847907,3.4594502,3.275941,3.701808,4.465071,4.5460463,3.4481187,1.285279,3.0388238,3.0125117,2.2919526,3.239433,2.3624504,3.4365747,2.0294335,2.8889225,1.9250001
201201,3.2419217,4.249173,3.0998385,1.911809,2.6190495,3.4459085,4.3506517,4.4373126,2.8496068,2.2499113,2.7993765,2.894622,4.6891656,3.0486214,3.8455496,3.6073072,3.1467025,1.1442316,4.540485,5.475662,3.98197,3.7082036,2.4241922,5.025152,3.2855086,2.672448,2.366217,4.559176,3.0932095,1.6003842,2.9556086,2.8154204,2.4334252,4.9342375,2.8213444,4.5371184,2.2117424,4.3467493,4.0581307,3.065345,4.3256803,4.157438,3.5076394,1.7951304,2.9553585,4.4184017,3.7620516,3.75891,2.2274745,2.3277886,3.0118518,5.281912,3.1899402,3.5642972,3.6184368,1.16595,4.227145,4.3429794,2.6118414,2.630282,3.9220297,2.5747206,2.7305567,3.1534374,4.5220284,3.05309,3.170453,3.5649872,2.8410563
201204,3.637201,3.4868102,3.2057018,3.738723,5.4067,2.5525346,2.8932326,2.4864864,2.926606,4.4883,4.229085,3.3710675,3.6353607,5.50088,4.9142823,3.7980442,4.6685762,3.089255,3.6873002,4.3008413,3.795584,2.763705,2.5345716,3.9335704,3.7200253,2.726825,3.207552,4.6945596,3.0517302,1.1636797,2.9624534,3.6642125,2.5765338,5.401195,4.396538,4.000514,3.3638184,3.5953867,5.5601945,3.758081,4.095978,3.4263666,3.7115502,3.2400017,3.2786477,3.491748,2.735868,2.5365388,3.6599603,4.1725,5.080144,3.3579383,4.0779915,4.716986,3.8047173,3.4115446,4.18168,4.3030195,4.3141246,3.2194395,4.71011,3.4321373,2.4990175,3.9154794,2.8271513,2.4211037,3.0119982,3.792646,2.7798543
201207,4.3178186,4.131724,2.6305163,3.2877111,3.9139302,3.9508233,3.8870728,4.978229,5.1943502,3.2651706,2.2601492,3.9553368,2.7686882,3.9490814,2.646192,3.666927,3.4213438,2.7054284,4.154164,5.597538,3.3013504,4.04442,3.0379953,4.5394406,4.3897104,4.704912,4.756155,3.6275206,3.079334,3.969455,2.8754609,4.6595592,2.4377828,3.2547333,2.239158,3.11409,3.350337,4.269338,3.5413768,4.9905415,8.096383,4.118185,4.335264,2.7902846,4.539371,3.7976081,3.9153256,4.228577,5.241939,4.2812667,2.1447423,4.400325,3.165481,4.8678637,3.1279538,3.345274,5.262715,2.635042,4.24304,4.2939987,3.8192444,4.126739,4.50958,4.4561534,3.3725665,2.3398948,2.696324,2.978283,4.5762525
201210,3.6353745,3.198228,1.9380289,3.0847747,2.6740534,2.1245177,4.111208,1.8025178,2.4561453,2.991636,4.404329,3.0990117,3.6567328,4.10831,2.834023,3.6962895,3.7198992,2.919773,2.7882853,1.3125466,4.0830803,3.107279,2.5787518,2.507891,3.8200817,3.4648492,1.637257,3.32604,3.8268545,3.6279182,3.6268861,3.676638,4.3511996,2.1532679,4.658694,2.9895957,3.3007033,3.108618,4.5017643,2.1879025,3.6353977,2.7486625,3.6947398,3.2496312,3.3722882,2.5427718,2.7991364,4.771501,4.5338216,2.002985,3.1341138,2.0452359,2.8810415,1.7796813,2.1606288,4.478899,3.915237,3.0388088,3.3813307,4.479719,1.7821681,1.6917026,1.172396,2.0339794,3.0619595,2.2829263,2.8870757,3.565807,1.9842023
201301,2.0754228,3.6013725,2.3578835,4.263809,3.1976902,4.5518594,3.9941454,4.035334,4.4678397,3.5638843,3.8065572,4.0871406,3.6335716,6.9707036,3.7584603,4.269968,3.1772633,3.4294775,2.0407987,3.414996,7.2203884,3.955984,3.1974823,3.1678452,2.4388554,3.7732656,3.4410686,4.592946,3.356134,3.290254,2.1046183,3.6588075,2.770636,2.7744117,2.7866898,2.8748777,3.7060273,4.571432,1.9774694,2.591145,3.322252,3.4869304,4.3453126,3.9767156,2.2394571,3.3606741,3.879979,3.8202686,2.3598442,4.2626233,4.7193003,4.780895,2.8748915,1.8532578,4.1609845,4.4227066,3.084663,2.6753745,2.7575872,3.1481504,3.8153343,3.5274808,4.056163,4.08152,3.2102578,2.2889216,2.8245125,3.0936105,3.227581
